date,location_lat,location_lon,daily_rainfall_mm,3_day_cumulative_rain,river_level_m,rate_of_rise,elevation_m,slope_degrees,distance_to_river_km,flood_occurred,flood_depth_m
10/26/2019,7.58487,80.89317,48.5,117.4,2.7,0.755,10.2,0.74,1.19,0,0
10/29/2019,7.58487,80.89317,1.1,7,1.52,-0.148,10.2,0.74,1.19,0,0
11/29/2019,7.58487,80.89317,2.6,9.2,2.15,0.045,10.2,0.74,1.19,0,0
11/30/2019,7.58487,80.89317,2.3,11.8,1.44,-0.176,10.2,0.74,1.19,0,0
10/4/2020,7.58487,80.89317,6.2,17.2,1.94,-0.279,10.2,0.74,1.19,0,0
11/2/2020,7.58487,80.89317,46,116,2.48,0.77,10.2,0.74,1.19,0,0
12/12/2020,7.58487,80.89317,2.4,21.9,1.74,-0.06,10.2,0.74,1.19,0,0
5/9/2021,7.58487,80.89317,26.4,58.5,2.15,0.264,10.2,0.74,1.19,0,0
10/2/2021,7.58487,80.89317,0.1,0.8,2.32,-0.356,10.2,0.74,1.19,0,0
10/26/2021,7.58487,80.89317,4.5,12.3,1.93,-0.09,10.2,0.74,1.19,0,0
12/24/2021,7.58487,80.89317,0.2,1.1,0.99,-0.031,10.2,0.74,1.19,0,0
5/28/2022,7.58487,80.89317,0.1,1.3,1.56,-0.199,10.2,0.74,1.19,0,0
10/3/2022,7.58487,80.89317,160.2,394.7,6.64,2.3,10.2,0.74,1.19,1,3.76
10/19/2022,7.58487,80.89317,6.7,20.1,1.63,-0.059,10.2,0.74,1.19,0,0
10/31/2022,7.58487,80.89317,0.5,3.1,1.69,-0.201,10.2,0.74,1.19,0,0
11/1/2022,7.58487,80.89317,64.4,160.8,3.73,0.744,10.2,0.74,1.19,1,1.52
11/11/2022,7.58487,80.89317,35.2,93.5,3.08,0.177,10.2,0.74,1.19,0,0
11/13/2022,7.58487,80.89317,0,2.7,1.02,-0.019,10.2,0.74,1.19,0,0
11/26/2022,7.58487,80.89317,51.8,121.8,2.47,0.684,10.2,0.74,1.19,0,0
5/15/2023,7.58487,80.89317,0.1,8.8,1.98,-0.145,10.2,0.74,1.19,0,0
5/26/2023,7.58487,80.89317,0.2,3.8,2.46,-0.091,10.2,0.74,1.19,0,0
11/6/2023,7.58487,80.89317,2.4,7.5,1.83,0.006,10.2,0.74,1.19,1,0.15
11/21/2023,7.58487,80.89317,0.8,3.2,1.37,-0.028,10.2,0.74,1.19,0,0
11/26/2023,7.58487,80.89317,25.4,75.7,2.81,0.221,10.2,0.74,1.19,0,0
5/11/2024,7.58487,80.89317,1.6,3.9,1.4,-0.234,10.2,0.74,1.19,0,0
5/12/2024,7.58487,80.89317,0.2,6.5,1.63,-0.322,10.2,0.74,1.19,0,0
11/8/2024,7.58487,80.89317,1.3,4.1,1.59,-0.125,10.2,0.74,1.19,0,0
12/15/2024,7.58487,80.89317,12.4,33.1,2.19,0.015,10.2,0.74,1.19,0,0
10/9/2016,7.30697,79.83155,5.2,11.6,0.22,0.019,22,2.2,2.72,0,0
10/21/2016,7.30697,79.83155,0.7,2.2,0.76,-0.217,22,2.2,2.72,0,0
11/16/2016,7.30697,79.83155,7.9,21.1,0.86,0.024,22,2.2,2.72,0,0
11/19/2016,7.30697,79.83155,96.8,257.5,3.69,1.366,22,2.2,2.72,0,0
5/21/2017,7.30697,79.83155,0.3,12.1,0.5,-0.104,22,2.2,2.72,0,0
5/30/2017,7.30697,79.83155,4.2,9.2,0.64,-0.075,22,2.2,2.72,0,0
11/4/2017,7.30697,79.83155,2.9,8.5,0.52,-0.138,22,2.2,2.72,0,0
11/7/2017,7.30697,79.83155,0.7,2.3,0.34,-0.207,22,2.2,2.72,0,0
11/12/2017,7.30697,79.83155,4,20.6,0.76,-0.083,22,2.2,2.72,0,0
11/25/2017,7.30697,79.83155,7.5,16.7,0.91,0.152,22,2.2,2.72,0,0
12/1/2017,7.30697,79.83155,3.5,6.6,0.42,-0.087,22,2.2,2.72,0,0
5/11/2018,7.30697,79.83155,43.3,116.2,1.86,0.599,22,2.2,2.72,0,0
10/5/2018,7.30697,79.83155,100.8,253.6,2.9,1.494,22,2.2,2.72,1,2.01
12/12/2018,7.30697,79.83155,102.2,294.9,3.64,1.695,22,2.2,2.72,0,0
12/16/2018,7.30697,79.83155,96.7,229.6,3.14,1.357,22,2.2,2.72,0,0
12/24/2018,7.30697,79.83155,0.8,11.3,0.05,0.132,22,2.2,2.72,0,0
10/6/2019,7.30697,79.83155,56.9,146,2.11,0.705,22,2.2,2.72,1,1.34
10/26/2019,7.30697,79.83155,11.7,42.5,1.45,0.034,22,2.2,2.72,0,0
10/29/2019,7.30697,79.83155,8.4,28.5,1.34,-0.156,22,2.2,2.72,0,0
11/29/2019,7.30697,79.83155,0,6,0.6,-0.164,22,2.2,2.72,0,0
11/30/2019,7.30697,79.83155,0,0.4,1.21,-0.146,22,2.2,2.72,0,0
10/4/2020,7.30697,79.83155,46.4,124,2.02,0.558,22,2.2,2.72,0,0
11/2/2020,7.30697,79.83155,12.4,35.2,0.6,-0.108,22,2.2,2.72,0,0
12/12/2020,7.30697,79.83155,13.4,38.2,0.86,0.184,22,2.2,2.72,0,0
5/9/2021,7.30697,79.83155,7.4,17.8,1.01,-0.044,22,2.2,2.72,0,0
10/2/2021,7.30697,79.83155,1.9,6.9,0.73,-0.105,22,2.2,2.72,0,0
10/26/2021,7.30697,79.83155,2.2,6.6,0.84,0.05,22,2.2,2.72,0,0
12/24/2021,7.30697,79.83155,86.9,207.3,3.01,1.063,22,2.2,2.72,1,1.41
5/28/2022,7.30697,79.83155,38.8,84.7,1.77,0.59,22,2.2,2.72,0,0
10/3/2022,7.30697,79.83155,89.6,222.6,3.07,1.205,22,2.2,2.72,0,0
10/19/2022,7.30697,79.83155,1.3,18.5,0.69,-0.124,22,2.2,2.72,0,0
10/31/2022,7.30697,79.83155,0.4,1.7,0.22,-0.136,22,2.2,2.72,0,0
11/1/2022,7.30697,79.83155,3.5,7.9,0.68,-0.177,22,2.2,2.72,0,0
11/11/2022,7.30697,79.83155,6.5,15.9,1.08,-0.091,22,2.2,2.72,0,0
11/13/2022,7.30697,79.83155,64,163.5,1.86,0.923,22,2.2,2.72,0,0
11/26/2022,7.30697,79.83155,24.8,72.8,1.46,0.276,22,2.2,2.72,0,0
5/15/2023,7.30697,79.83155,7,26.3,0.94,0.216,22,2.2,2.72,0,0
5/26/2023,7.30697,79.83155,5.1,38.2,0.81,0.163,22,2.2,2.72,0,0
11/6/2023,7.30697,79.83155,0.7,4.9,0.55,-0.215,22,2.2,2.72,0,0
11/21/2023,7.30697,79.83155,2,8.3,0.16,0.152,22,2.2,2.72,0,0
11/26/2023,7.30697,79.83155,52.7,123.7,2.5,0.356,22,2.2,2.72,0,0
5/11/2024,7.30697,79.83155,4.8,12.6,0.69,0.009,22,2.2,2.72,0,0
5/12/2024,7.30697,79.83155,1.7,8.3,0.88,-0.203,22,2.2,2.72,0,0
11/8/2024,7.30697,79.83155,0.9,2.4,0.47,-0.211,22,2.2,2.72,0,0
12/15/2024,7.30697,79.83155,174.6,527.4,6.53,2.3,22,2.2,2.72,1,3.8
10/9/2016,6.13384,80.4243,3.1,11.1,2.07,0.001,24.4,1.12,0.13,0,0
10/21/2016,6.13384,80.4243,0,13.9,3.2,-0.335,24.4,1.12,0.13,0,0
11/16/2016,6.13384,80.4243,2.2,22.9,3.26,-0.056,24.4,1.12,0.13,0,0
11/19/2016,6.13384,80.4243,0,3.3,2.94,-0.159,24.4,1.12,0.13,0,0
5/21/2017,6.13384,80.4243,2.1,5.2,2.99,0.056,24.4,1.12,0.13,0,0
5/30/2017,6.13384,80.4243,36.9,96.5,4.07,0.741,24.4,1.12,0.13,0,0
11/4/2017,6.13384,80.4243,0.4,1.9,2.72,-0.145,24.4,1.12,0.13,0,0
11/7/2017,6.13384,80.4243,152.6,433.9,8.32,2.3,24.4,1.12,0.13,1,3.8
11/12/2017,6.13384,80.4243,8,18.2,3.29,0.253,24.4,1.12,0.13,0,0
11/25/2017,6.13384,80.4243,0.3,2.3,3.36,-0.116,24.4,1.12,0.13,0,0
12/1/2017,6.13384,80.4243,3.4,11.4,2.74,0.09,24.4,1.12,0.13,0,0
5/11/2018,6.13384,80.4243,11.7,29,2.9,0.323,24.4,1.12,0.13,0,0
10/5/2018,6.13384,80.4243,0,9.5,3.01,-0.158,24.4,1.12,0.13,0,0
12/12/2018,6.13384,80.4243,9.7,32,2.74,0.008,24.4,1.12,0.13,0,0
12/16/2018,6.13384,80.4243,87.3,241.5,5.76,1.47,24.4,1.12,0.13,1,2.72
12/24/2018,6.13384,80.4243,2.5,17.7,3.13,-0.122,24.4,1.12,0.13,0,0
10/6/2019,6.13384,80.4243,110.3,224.8,5.95,1.314,24.4,1.12,0.13,1,2.4
10/26/2019,6.13384,80.4243,2.4,6.2,2.39,-0.05,24.4,1.12,0.13,0,0
10/29/2019,6.13384,80.4243,0.8,2.5,2.2,-0.275,24.4,1.12,0.13,0,0
11/29/2019,6.13384,80.4243,3.6,8.1,2.6,-0.127,24.4,1.12,0.13,0,0
11/30/2019,6.13384,80.4243,1.2,4.8,2.73,-0.029,24.4,1.12,0.13,0,0
10/4/2020,6.13384,80.4243,63.3,147.8,4.57,0.996,24.4,1.12,0.13,1,1.84
11/2/2020,6.13384,80.4243,45.6,88.8,4.25,0.536,24.4,1.12,0.13,0,0
12/12/2020,6.13384,80.4243,0.4,1.2,2.99,-0.202,24.4,1.12,0.13,0,0
5/9/2021,6.13384,80.4243,193.2,417.2,7.41,2.3,24.4,1.12,0.13,1,3.8
10/2/2021,6.13384,80.4243,7.6,24.2,3.12,0.063,24.4,1.12,0.13,0,0
10/26/2021,6.13384,80.4243,92.7,303.1,6.12,1.509,24.4,1.12,0.13,1,3.1
12/24/2021,6.13384,80.4243,9.1,24.5,3.22,-0.046,24.4,1.12,0.13,0,0
5/28/2022,6.13384,80.4243,9,36.5,3.09,-0.029,24.4,1.12,0.13,0,0
10/3/2022,6.13384,80.4243,36.3,89.6,3.88,0.422,24.4,1.12,0.13,1,1.14
10/19/2022,6.13384,80.4243,2.5,7.2,2.47,0.006,24.4,1.12,0.13,0,0
10/31/2022,6.13384,80.4243,11.9,38,3.06,0.264,24.4,1.12,0.13,0,0
11/1/2022,6.13384,80.4243,1.3,2.7,3.6,-0.051,24.4,1.12,0.13,0,0
11/11/2022,6.13384,80.4243,192,596.1,9.2,2.3,24.4,1.12,0.13,1,3.8
11/13/2022,6.13384,80.4243,4.7,10.7,2.69,-0.209,24.4,1.12,0.13,0,0
11/26/2022,6.13384,80.4243,0.1,0.3,2.24,-0.097,24.4,1.12,0.13,0,0
5/15/2023,6.13384,80.4243,95.4,188.6,5.08,1.476,24.4,1.12,0.13,0,0
5/26/2023,6.13384,80.4243,73.8,168.2,4.63,0.869,24.4,1.12,0.13,1,1.92
11/6/2023,6.13384,80.4243,2.7,9.5,2.6,-0.255,24.4,1.12,0.13,0,0
11/21/2023,6.13384,80.4243,1.6,3.4,3.05,-0.042,24.4,1.12,0.13,0,0
11/26/2023,6.13384,80.4243,0,9.6,3.08,-0.189,24.4,1.12,0.13,0,0
5/11/2024,6.13384,80.4243,3.1,12.1,2.36,-0.109,24.4,1.12,0.13,0,0
5/12/2024,6.13384,80.4243,0,9.3,3.35,-0.258,24.4,1.12,0.13,0,0
11/8/2024,6.13384,80.4243,0,11,3.1,-0.268,24.4,1.12,0.13,0,0
12/15/2024,6.13384,80.4243,0.1,3.2,2.86,-0.223,24.4,1.12,0.13,0,0
10/9/2016,6.72448,80.87655,62.4,183.4,3.92,0.917,43.7,0.26,5.75,0,0
10/21/2016,6.72448,80.87655,5.4,18.5,1.86,-0.058,43.7,0.26,5.75,0,0
11/16/2016,6.72448,80.87655,8.5,34.1,2.7,0.213,43.7,0.26,5.75,0,0
11/19/2016,6.72448,80.87655,0.9,4.8,2.3,-0.263,43.7,0.26,5.75,0,0
5/21/2017,6.72448,80.87655,0.1,1,1.54,-0.142,43.7,0.26,5.75,0,0
5/30/2017,6.72448,80.87655,3.4,18.2,2.21,-0.029,43.7,0.26,5.75,0,0
11/4/2017,6.72448,80.87655,4.4,14.8,1.77,-0.079,43.7,0.26,5.75,0,0
11/7/2017,6.72448,80.87655,91,222.9,5.35,1.228,43.7,0.26,5.75,0,0
11/12/2017,6.72448,80.87655,8.5,22.6,2.23,-0.007,43.7,0.26,5.75,0,0
11/25/2017,6.72448,80.87655,22.8,54.7,3.03,0.273,43.7,0.26,5.75,0,0
12/1/2017,6.72448,80.87655,0.8,4.6,2.15,-0.143,43.7,0.26,5.75,0,0
5/11/2018,6.72448,80.87655,7.6,14.6,2.19,-0.126,43.7,0.26,5.75,0,0
10/5/2018,6.72448,80.87655,3.8,12.2,1.91,-0.071,43.7,0.26,5.75,0,0
12/12/2018,6.72448,80.87655,3.6,7.6,2.36,-0.196,43.7,0.26,5.75,0,0
12/16/2018,6.72448,80.87655,0,11,2.32,-0.112,43.7,0.26,5.75,0,0
12/24/2018,6.72448,80.87655,109.5,250.9,4.46,1.409,43.7,0.26,5.75,0,0
10/6/2019,6.72448,80.87655,3.4,11.6,1.78,-0.06,43.7,0.26,5.75,0,0
10/26/2019,6.72448,80.87655,0,4,2.07,0.022,43.7,0.26,5.75,0,0
10/29/2019,6.72448,80.87655,0.1,0.4,2.69,-0.246,43.7,0.26,5.75,0,0
11/29/2019,6.72448,80.87655,96.3,249.5,5.43,1.218,43.7,0.26,5.75,0,0
11/30/2019,6.72448,80.87655,1.2,8.6,1.81,0.009,43.7,0.26,5.75,0,0
10/4/2020,6.72448,80.87655,41.3,104.9,2.22,0.617,43.7,0.26,5.75,0,0
11/2/2020,6.72448,80.87655,0.3,5.3,1.57,-0.094,43.7,0.26,5.75,0,0
12/12/2020,6.72448,80.87655,64.4,148,3.57,0.748,43.7,0.26,5.75,0,0
5/9/2021,6.72448,80.87655,6,24.5,2.2,0.172,43.7,0.26,5.75,0,0
10/2/2021,6.72448,80.87655,7.2,25.6,2.09,0.068,43.7,0.26,5.75,0,0
10/26/2021,6.72448,80.87655,17.7,44.3,2.83,0.01,43.7,0.26,5.75,0,0
12/24/2021,6.72448,80.87655,2.8,21.6,1.86,-0.126,43.7,0.26,5.75,0,0
5/28/2022,6.72448,80.87655,1.3,3.3,1.93,-0.151,43.7,0.26,5.75,0,0
10/3/2022,6.72448,80.87655,79.6,168.3,4.46,1.156,43.7,0.26,5.75,1,1.5
10/19/2022,6.72448,80.87655,0,0.3,2.55,-0.181,43.7,0.26,5.75,0,0
10/31/2022,6.72448,80.87655,0,2.8,1.63,-0.363,43.7,0.26,5.75,0,0
11/1/2022,6.72448,80.87655,1.7,14.6,1.64,-0.249,43.7,0.26,5.75,0,0
11/11/2022,6.72448,80.87655,0.2,4.9,2.09,-0.187,43.7,0.26,5.75,0,0
11/13/2022,6.72448,80.87655,28.2,69.4,3.36,0.264,43.7,0.26,5.75,0,0
11/26/2022,6.72448,80.87655,2.8,21,2.34,-0.181,43.7,0.26,5.75,0,0
5/15/2023,6.72448,80.87655,1.3,6.1,1.47,0.264,43.7,0.26,5.75,0,0
5/26/2023,6.72448,80.87655,175.6,396.8,6.67,2.3,43.7,0.26,5.75,0,0
11/6/2023,6.72448,80.87655,30.2,85.4,2.67,0.562,43.7,0.26,5.75,0,0
11/21/2023,6.72448,80.87655,0.3,4.1,2.23,-0.052,43.7,0.26,5.75,0,0
11/26/2023,6.72448,80.87655,25.6,63.7,2.69,0.12,43.7,0.26,5.75,0,0
5/11/2024,6.72448,80.87655,0.2,2.1,1.94,0.002,43.7,0.26,5.75,0,0
5/12/2024,6.72448,80.87655,71.6,175.2,4.34,1.051,43.7,0.26,5.75,0,0
11/8/2024,6.72448,80.87655,6.7,23.6,2.52,0.062,43.7,0.26,5.75,0,0
12/15/2024,6.72448,80.87655,85.5,200.5,3.9,1.38,43.7,0.26,5.75,0,0
10/9/2016,8.36149,80.65565,116.5,292,5.34,1.404,21.6,6.14,10.16,1,2.44
10/21/2016,8.36149,80.65565,4.2,12.9,1.96,-0.129,21.6,6.14,10.16,0,0
11/16/2016,8.36149,80.65565,3.5,12.4,2.2,-0.063,21.6,6.14,10.16,0,0
11/19/2016,8.36149,80.65565,1.2,2.9,2.08,0.016,21.6,6.14,10.16,0,0
5/21/2017,8.36149,80.65565,0.4,2.2,2.03,-0.168,21.6,6.14,10.16,0,0
5/30/2017,8.36149,80.65565,17.9,49.8,2.65,0.211,21.6,6.14,10.16,0,0
11/4/2017,8.36149,80.65565,0.4,9.8,1.85,-0.107,21.6,6.14,10.16,0,0
11/7/2017,8.36149,80.65565,1,6.7,1.71,-0.091,21.6,6.14,10.16,0,0
11/12/2017,8.36149,80.65565,36.8,88.2,2.29,0.517,21.6,6.14,10.16,0,0
11/25/2017,8.36149,80.65565,0.8,4.1,1.83,-0.128,21.6,6.14,10.16,0,0
12/1/2017,8.36149,80.65565,0.2,7.5,1.69,-0.089,21.6,6.14,10.16,0,0
5/11/2018,8.36149,80.65565,65.1,154.6,3.8,0.976,21.6,6.14,10.16,0,0
10/5/2018,8.36149,80.65565,0.4,20.6,1.76,-0.038,21.6,6.14,10.16,0,0
12/12/2018,8.36149,80.65565,2.6,14.2,2.07,-0.231,21.6,6.14,10.16,0,0
12/16/2018,8.36149,80.65565,3.4,7.6,1.88,-0.16,21.6,6.14,10.16,0,0
12/24/2018,8.36149,80.65565,66.2,194.9,3.92,1.194,21.6,6.14,10.16,1,1.42
10/6/2019,8.36149,80.65565,11.3,43.9,1.83,0.182,21.6,6.14,10.16,0,0
10/26/2019,8.36149,80.65565,0.6,12,2.4,0.141,21.6,6.14,10.16,0,0
10/29/2019,8.36149,80.65565,40,118.9,3.47,0.791,21.6,6.14,10.16,0,0
11/29/2019,8.36149,80.65565,9.4,22.6,2.48,0.019,21.6,6.14,10.16,0,0
11/30/2019,8.36149,80.65565,21,67,3.15,0.256,21.6,6.14,10.16,0,0
10/4/2020,8.36149,80.65565,13.9,44.8,2.55,0.189,21.6,6.14,10.16,0,0
11/2/2020,8.36149,80.65565,8,25.9,2.28,-0.118,21.6,6.14,10.16,0,0
12/12/2020,8.36149,80.65565,4.9,11.7,2.01,-0.013,21.6,6.14,10.16,0,0
5/9/2021,8.36149,80.65565,0,0,1.64,-0.024,21.6,6.14,10.16,0,0
10/2/2021,8.36149,80.65565,133.2,279.1,5.79,1.776,21.6,6.14,10.16,1,2.62
10/26/2021,8.36149,80.65565,86.5,200.1,4.51,1.047,21.6,6.14,10.16,0,0
12/24/2021,8.36149,80.65565,0.6,12.9,2.45,-0.128,21.6,6.14,10.16,0,0
5/28/2022,8.36149,80.65565,0.4,6.5,2.12,-0.098,21.6,6.14,10.16,0,0
10/3/2022,8.36149,80.65565,5.7,15.8,1.51,-0.221,21.6,6.14,10.16,0,0
10/19/2022,8.36149,80.65565,4.8,12.3,1.92,-0.103,21.6,6.14,10.16,0,0
10/31/2022,8.36149,80.65565,12.3,26.6,2.48,0.112,21.6,6.14,10.16,0,0
11/1/2022,8.36149,80.65565,1,2.9,2.06,-0.035,21.6,6.14,10.16,0,0
11/11/2022,8.36149,80.65565,5.5,12.5,1.54,-0.111,21.6,6.14,10.16,0,0
11/13/2022,8.36149,80.65565,0.5,1.2,2.4,-0.194,21.6,6.14,10.16,0,0
11/26/2022,8.36149,80.65565,1.3,7.2,1.64,-0.092,21.6,6.14,10.16,0,0
5/15/2023,8.36149,80.65565,9.2,30.5,2.59,0.037,21.6,6.14,10.16,0,0
5/26/2023,8.36149,80.65565,3.9,13.7,1.6,0.074,21.6,6.14,10.16,0,0
11/6/2023,8.36149,80.65565,7.7,18.4,2.04,0.01,21.6,6.14,10.16,0,0
11/21/2023,8.36149,80.65565,0.1,10,1.43,-0.147,21.6,6.14,10.16,0,0
11/26/2023,8.36149,80.65565,3,11,1.82,-0.498,21.6,6.14,10.16,0,0
5/11/2024,8.36149,80.65565,3,6.6,1.42,-0.048,21.6,6.14,10.16,0,0
5/12/2024,8.36149,80.65565,0.1,4.3,2.47,-0.148,21.6,6.14,10.16,0,0
11/8/2024,8.36149,80.65565,0.3,3.7,2.28,-0.16,21.6,6.14,10.16,0,0
12/15/2024,8.36149,80.65565,5.1,18.2,2.26,0.032,21.6,6.14,10.16,0,0
10/9/2016,6.62286,81.29168,0.7,4.2,1.65,-0.215,56.3,0.42,9.72,0,0
10/21/2016,6.62286,81.29168,2,5.4,1.59,-0.334,56.3,0.42,9.72,0,0
11/16/2016,6.62286,81.29168,1.6,7.9,1.71,-0.108,56.3,0.42,9.72,0,0
11/19/2016,6.62286,81.29168,3.4,7.8,1.78,-0.229,56.3,0.42,9.72,0,0
5/21/2017,6.62286,81.29168,64.3,143.1,3.43,0.843,56.3,0.42,9.72,0,0
5/30/2017,6.62286,81.29168,37.8,115.8,2.94,0.501,56.3,0.42,9.72,0,0
11/4/2017,6.62286,81.29168,0,1.6,1.71,-0.275,56.3,0.42,9.72,0,0
11/7/2017,6.62286,81.29168,0.2,1.8,1.55,-0.206,56.3,0.42,9.72,0,0
11/12/2017,6.62286,81.29168,2,8.4,1.74,-0.038,56.3,0.42,9.72,0,0
11/25/2017,6.62286,81.29168,5.4,20.9,2.56,-0.136,56.3,0.42,9.72,0,0
12/1/2017,6.62286,81.29168,19.4,42,2.07,-0.022,56.3,0.42,9.72,0,0
5/11/2018,6.62286,81.29168,12.7,24,2.09,0.098,56.3,0.42,9.72,0,0
10/5/2018,6.62286,81.29168,5.2,15.1,2.14,0.067,56.3,0.42,9.72,0,0
12/12/2018,6.62286,81.29168,3.9,14.6,1.54,-0.171,56.3,0.42,9.72,0,0
12/16/2018,6.62286,81.29168,2.8,25.4,2.23,0.038,56.3,0.42,9.72,0,0
12/24/2018,6.62286,81.29168,3,14.5,1.97,0.056,56.3,0.42,9.72,0,0
10/6/2019,6.62286,81.29168,4.8,13.4,1.79,-0.136,56.3,0.42,9.72,0,0
10/26/2019,6.62286,81.29168,0,0.2,1.82,-0.127,56.3,0.42,9.72,0,0
10/29/2019,6.62286,81.29168,61.1,175.8,3.95,0.941,56.3,0.42,9.72,0,0
11/29/2019,6.62286,81.29168,10.9,28.6,1.85,0.075,56.3,0.42,9.72,0,0
11/30/2019,6.62286,81.29168,109,308.2,5.79,1.655,56.3,0.42,9.72,1,2.44
10/4/2020,6.62286,81.29168,1.1,12.6,1.63,-0.179,56.3,0.42,9.72,0,0
11/2/2020,6.62286,81.29168,0.4,2.8,2.12,-0.028,56.3,0.42,9.72,0,0
12/12/2020,6.62286,81.29168,5.2,11.7,2.24,0.205,56.3,0.42,9.72,0,0
5/9/2021,6.62286,81.29168,0.7,22.4,1.76,-0.086,56.3,0.42,9.72,0,0
10/2/2021,6.62286,81.29168,0.3,5.5,2.18,-0.136,56.3,0.42,9.72,0,0
10/26/2021,6.62286,81.29168,46.2,119.9,2.97,0.494,56.3,0.42,9.72,0,0
12/24/2021,6.62286,81.29168,72.2,158.1,3.64,0.879,56.3,0.42,9.72,0,0
5/28/2022,6.62286,81.29168,0.5,2.1,1.92,-0.289,56.3,0.42,9.72,0,0
10/3/2022,6.62286,81.29168,3.1,16.6,2.74,0.269,56.3,0.42,9.72,0,0
10/19/2022,6.62286,81.29168,1.7,5.3,1.4,-0.265,56.3,0.42,9.72,0,0
10/31/2022,6.62286,81.29168,2.1,6.3,1.4,-0.172,56.3,0.42,9.72,0,0
11/1/2022,6.62286,81.29168,160.5,432.6,6.78,2.3,56.3,0.42,9.72,1,3.75
11/11/2022,6.62286,81.29168,1.8,6.7,1.86,-0.256,56.3,0.42,9.72,0,0
11/13/2022,6.62286,81.29168,1.9,7,1.92,0.069,56.3,0.42,9.72,0,0
11/26/2022,6.62286,81.29168,8.3,25,2.27,0.031,56.3,0.42,9.72,0,0
5/15/2023,6.62286,81.29168,5.2,39.2,2.32,0.063,56.3,0.42,9.72,0,0
5/26/2023,6.62286,81.29168,5.8,13.7,1.88,-0.1,56.3,0.42,9.72,0,0
11/6/2023,6.62286,81.29168,38.8,119.2,3.7,0.679,56.3,0.42,9.72,0,0
11/21/2023,6.62286,81.29168,43.2,127.8,3.21,0.562,56.3,0.42,9.72,0,0
11/26/2023,6.62286,81.29168,5.5,16.7,1.7,0.062,56.3,0.42,9.72,0,0
5/11/2024,6.62286,81.29168,1.2,3.1,1.54,-0.273,56.3,0.42,9.72,0,0
5/12/2024,6.62286,81.29168,0.1,2.6,1.45,0.016,56.3,0.42,9.72,0,0
11/8/2024,6.62286,81.29168,35.6,74.3,2.67,0.308,56.3,0.42,9.72,0,0
12/15/2024,6.62286,81.29168,0.2,0.8,2.02,-0.012,56.3,0.42,9.72,0,0
10/9/2016,6.37673,80.93565,1,3,2.28,-0.221,16,7.19,3.88,0,0
10/21/2016,6.37673,80.93565,3.1,13.3,1.47,-0.024,16,7.19,3.88,0,0
11/16/2016,6.37673,80.93565,80.4,222.8,4.59,1.291,16,7.19,3.88,0,0
11/19/2016,6.37673,80.93565,7.5,19.2,2.4,0.069,16,7.19,3.88,0,0
5/21/2017,6.37673,80.93565,5.3,14.4,1.34,-0.094,16,7.19,3.88,0,0
5/30/2017,6.37673,80.93565,0.5,5.1,1.67,-0.008,16,7.19,3.88,0,0
11/4/2017,6.37673,80.93565,4.6,11.4,1.6,-0.184,16,7.19,3.88,0,0
11/7/2017,6.37673,80.93565,68.4,172.3,3.49,0.939,16,7.19,3.88,0,0
11/12/2017,6.37673,80.93565,1.5,5.7,1.88,0.035,16,7.19,3.88,0,0
11/25/2017,6.37673,80.93565,2.4,7.2,1.69,-0.016,16,7.19,3.88,0,0
12/1/2017,6.37673,80.93565,1.3,11.9,2.07,-0.172,16,7.19,3.88,0,0
5/11/2018,6.37673,80.93565,0.2,1,1.47,0.203,16,7.19,3.88,0,0
10/5/2018,6.37673,80.93565,21.9,54.7,2.76,0.296,16,7.19,3.88,0,0
12/12/2018,6.37673,80.93565,1.1,18,0.62,0.096,16,7.19,3.88,0,0
12/16/2018,6.37673,80.93565,119,294,5.05,1.645,16,7.19,3.88,1,2.3
12/24/2018,6.37673,80.93565,11.3,26,2.16,0.136,16,7.19,3.88,0,0
10/6/2019,6.37673,80.93565,0.9,7.8,1.76,-0.213,16,7.19,3.88,0,0
10/26/2019,6.37673,80.93565,0.2,1.9,1.81,-0.059,16,7.19,3.88,0,0
10/29/2019,6.37673,80.93565,0.1,0.8,1.48,-0.076,16,7.19,3.88,0,0
11/29/2019,6.37673,80.93565,2.6,7.6,1.61,-0.015,16,7.19,3.88,0,0
11/30/2019,6.37673,80.93565,10.7,32.8,1.86,-0.095,16,7.19,3.88,0,0
10/4/2020,6.37673,80.93565,0.6,2,1.81,-0.005,16,7.19,3.88,0,0
11/2/2020,6.37673,80.93565,61.3,159.1,4.13,0.911,16,7.19,3.88,0,0
12/12/2020,6.37673,80.93565,23.1,53.2,2.31,0.168,16,7.19,3.88,0,0
5/9/2021,6.37673,80.93565,4.3,12.2,1.32,0.183,16,7.19,3.88,0,0
10/2/2021,6.37673,80.93565,39.9,109.2,3.03,0.429,16,7.19,3.88,0,0
10/26/2021,6.37673,80.93565,144.6,412.1,6.61,2.3,16,7.19,3.88,1,3.17
12/24/2021,6.37673,80.93565,4.5,11.9,1.12,-0.129,16,7.19,3.88,0,0
5/28/2022,6.37673,80.93565,24.3,80.3,2.47,0.324,16,7.19,3.88,0,0
10/3/2022,6.37673,80.93565,1.5,26.2,1.34,-0.186,16,7.19,3.88,0,0
10/19/2022,6.37673,80.93565,97.3,257.4,4.39,1.652,16,7.19,3.88,1,2.35
10/31/2022,6.37673,80.93565,0.4,3.8,1.87,-0.279,16,7.19,3.88,0,0
